"","quarter","down","yards_to_go","play_type","offensive_formation","offensive_personnel","defenders_in_box","pass_rushers","defensive_personnel","dropback_type","absolute_yardline","play_result","score_diff","side","time_remaining","close_game","penalty","dbs","epa_bi","pass_result"
"15449","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",80,0,0,"own",40.4333333333333,"0","0",6,"0","IN"
"15450","3","3",2,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",85,5,0,"other",38.65,"0","0",6,"1","C"
"15451","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,2,"4 DL, 3 LB, 4 DB","TRADITIONAL",80,5,0,"other",38,"0","0",4,"0","C"
"15452","3","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",68,5,0,"other",35.9166666666667,"0","0",4,"0","C"
"15453","3","3",1,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",59,12,0,"own",34.6,"0","1",4,"1","C"
"15454","3","2",9,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",61,6,0,"other",33.5,"0","0",5,"0","C"
"15455","3","3",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 2 LB, 6 DB","TRADITIONAL",55,0,0,"own",32.7833333333333,"0","0",6,"0","I"
"15456","3","4",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",55,5,0,"own",32.7,"0","1",6,"1","C"
"15457","3","2",6,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",46,-4,0,"own",30.9,"0","0",5,"0","S"
"15458","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",50,0,0,"other",30.8166666666667,"0","0",5,"0","I"
"15459","3","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",50,24,0,"other",30.7333333333333,"0","0",5,"1","C"
"15460","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",74,7,0,"own",30.05,"0","0",5,"1","C"
"15461","3","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",89,-3,0,"own",27.5666666666667,"0","0",5,"0","C"
"15462","3","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",86,0,0,"own",26.8333333333333,"0","0",5,"0","I"
"15463","3","1",17,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",92,0,3,"other",25.8333333333333,"0","0",4,"0","I"
"15464","3","3",14,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",89,-9,3,"other",25.5333333333333,"0","0",5,"0","S"
"15465","4","1",10,"play_type_pass","I_FORM","2 RB, 1 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",90,0,3,"other",24.8166666666667,"0","0",4,"0","IN"
"15466","4","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",62,12,3,"own",24.6833333333333,"0","0",4,"1","C"
"15467","4","2",9,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",75,19,3,"own",23.4833333333333,"0","0",5,"1","C"
"15468","4","2",2,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",102,6,3,"own",22.5666666666667,"0","0",5,"1","C"
"15469","4","1",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",108,2,3,"own",21.8166666666667,"0","0",5,"1","C"
"15470","4","2",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",86,12,4,"other",21.1333333333333,"0","0",5,"1","C"
"15471","4","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",71,16,4,"other",19.9,"0","0",5,"1","C"
"15472","4","2",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",49,14,4,"own",18.5,"0","0",5,"1","C"
"15473","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",35,1,4,"own",17.9166666666667,"0","0",5,"0","C"
"15474","4","2",9,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",34,0,4,"own",17.2,"0","0",4,"0","I"
"15475","4","3",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,7,"3 DL, 3 LB, 5 DB","TRADITIONAL",34,9,4,"own",17.1166666666667,"0","0",5,"1","C"
"15476","4","3",6,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_LEFT",95,5,1,"own",12,"1","0",4,"0","C"
"15477","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",97,14,1,"other",11.8166666666667,"1","1",5,"1","C"
"15478","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",83,8,1,"other",11.7,"1","0",5,"1","C"
"15479","4","2",2,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",75,0,1,"other",11.6166666666667,"1","0",5,"0","I"
"15480","4","3",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",75,0,1,"other",11.5333333333333,"1","0",5,"0","C"
"15481","4","4",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",75,15,1,"other",11.2,"1","0",5,"1","C"
"15482","4","1",10,"play_type_pass","","1 RB, 1 TE, 3 WR",5,0,"3 DL, 3 LB, 5 DB","UNKNOWN",60,0,1,"own",10.8666666666667,"1","0",5,"0","I"
"15483","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",60,0,1,"own",10.8666666666667,"1","0",5,"0","I"
"15484","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,7,"3 DL, 3 LB, 5 DB","TRADITIONAL",60,0,1,"own",10.8166666666667,"1","0",5,"0","I"
"15485","4","4",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",60,-11,1,"own",10.7166666666667,"1","0",5,"0","S"
"15486","1","2",7,"play_type_pass","EMPTY","0 RB, 0 TE, 5 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",78,4,0,"other",67.2333333333333,"0","0",5,"0","C"
"15487","1","3",3,"play_type_pass","EMPTY","0 RB, 0 TE, 5 WR",5,3,"1 DL, 5 LB, 5 DB","TRADITIONAL",74,7,0,"other",66.5833333333333,"0","0",5,"1","C"
"15488","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,1,"2 DL, 4 LB, 5 DB","TRADITIONAL",51,13,0,"own",64.65,"0","0",5,"1","C"
"15489","1","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",6,3,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",38,0,0,"own",64.1166666666667,"0","0",5,"0","I"
"15490","1","3",9,"play_type_sack","EMPTY","0 RB, 0 TE, 5 WR",5,4,"1 DL, 3 LB, 7 DB","SCRAMBLE_ROLLOUT_LEFT",37,-9,0,"own",63.3666666666667,"0","0",7,"0","S"
"15491","1","2",8,"play_type_pass","I_FORM","1 RB, 1 TE, 3 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",32,20,0,"other",61.65,"0","0",5,"1","C"
"15492","1","2",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",50,5,0,"other",60.3166666666667,"0","0",5,"0","C"
"15493","1","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",55,5,0,"other",59.6166666666667,"0","0",5,"0","C"
"15494","1","3",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",88,7,0,"other",57.5,"0","0",5,"1","C"
"15495","1","2",14,"play_type_pass","PISTOL","1 RB, 1 TE, 3 WR",6,3,"2 DL, 4 LB, 5 DB","TRADITIONAL",85,11,0,"other",56.1,"0","0",5,"0","C"
"15496","1","3",3,"play_type_pass","EMPTY","0 RB, 0 TE, 5 WR",4,3,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",74,0,0,"other",55.4333333333333,"0","0",5,"0","I"
"15497","2","2",8,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",83,31,0,"other",55,"0","1",5,"1","C"
"15498","2","3",4,"play_type_pass","SHOTGUN","2 RB, 0 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",14,4,0,"own",50.8333333333333,"0","0",5,"1","C"
"15499","2","2",9,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",24,11,6,"other",50,"0","0",5,"1","C"
"15500","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",35,28,6,"other",49.4166666666667,"0","0",5,"1","C"
"15501","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",87,0,1,"other",47.8333333333333,"0","0",5,"0","I"
"15502","2","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",87,0,1,"other",47.75,"0","0",5,"0","I"
"15503","2","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",87,24,1,"other",47.5666666666667,"0","0",5,"1","C"
"15504","2","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",60,40,1,"own",45.5166666666667,"0","0",5,"1","C"
"15505","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",35,16,6,"other",43.7666666666667,"0","0",5,"1","C"
"15506","2","2",7,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",54,0,6,"other",42.7333333333333,"0","0",5,"0","I"
"15507","2","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"1 DL, 3 LB, 7 DB","TRADITIONAL",54,0,6,"other",42.6166666666667,"0","1",7,"0","I"
"15508","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",81,5,6,"other",42,"0","0",5,"0","C"
"15509","2","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",76,3,6,"other",41.5666666666667,"0","0",5,"0","C"
"15510","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"1 DL, 3 LB, 7 DB","TRADITIONAL",33,2,6,"other",40.55,"0","0",7,"0","C"
"15511","2","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"1 DL, 3 LB, 7 DB","SCRAMBLE",35,0,6,"other",40.2166666666667,"0","0",7,"0","I"
"15512","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,4,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",85,5,6,"other",39.9833333333333,"0","0",4,"0","C"
"15513","3","1",10,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",63,0,6,"other",38.8666666666667,"0","0",4,"0","I"
"15514","3","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",63,4,6,"other",38.75,"0","0",5,"0","C"
"15515","3","3",6,"play_type_pass","SHOTGUN","2 RB, 0 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",59,0,6,"own",38.3,"0","0",5,"0","I"
"15516","3","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",35,7,6,"other",36.85,"0","0",5,"0","C"
"15517","3","2",6,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",62,0,6,"own",33.5333333333333,"0","0",5,"0","I"
"15518","3","3",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"0 DL, 5 LB, 6 DB","TRADITIONAL",62,0,6,"own",33.3666666666667,"0","0",6,"0","I"
"15519","3","2",4,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",8,7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",94,3,6,"other",32.7333333333333,"0","0",5,"0","C"
"15520","3","3",1,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 2 TE, 1 WR",9,6,"4 DL, 3 LB, 4 DB","TRADITIONAL",91,0,6,"other",32.2333333333333,"0","0",4,"0","I"
"15521","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",58,0,6,"other",30.7666666666667,"0","0",5,"0","I"
"15522","3","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",58,31,6,"other",30.6666666666667,"0","0",5,"1","C"
"15523","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",97,8,6,"other",28.3166666666667,"0","0",5,"1","C"
"15524","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",84,18,6,"other",26.45,"0","0",5,"1","C"
"15525","4","2",4,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",60,-5,6,"own",25,"0","0",5,"0","C"
"15526","4","3",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",55,0,6,"other",24.2333333333333,"0","0",5,"0","I"
"15527","4","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",90,0,6,"other",24.0333333333333,"0","0",5,"0","I"
"15528","4","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",90,0,6,"other",23.9,"0","0",5,"0","I"
"15529","4","3",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,5,"1 DL, 3 LB, 7 DB","TRADITIONAL",90,0,6,"other",23.7833333333333,"0","0",7,"0","I"
"15530","4","2",13,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",25,0,6,"other",22.6833333333333,"0","0",5,"0","I"
"15531","4","3",13,"play_type_pass","SHOTGUN","2 RB, 0 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",25,5,6,"other",22.5833333333333,"0","0",5,"0","C"
"15532","4","1",15,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",52,42,6,"own",20.5833333333333,"0","0",5,"1","C"
"15533","4","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,5,1,"other",20.4333333333333,"0","0",5,"0","C"
"15534","4","2",6,"play_type_pass","I_FORM","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",55,20,1,"other",18.4166666666667,"0","0",5,"1","C"
"15535","4","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",77,0,1,"own",17.1,"0","0",5,"0","C"
"15536","4","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,2,"4 DL, 2 LB, 5 DB","TRADITIONAL",77,3,1,"own",16.5166666666667,"0","0",5,"0","C"
"15537","4","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,7,"2 DL, 4 LB, 5 DB","TRADITIONAL",70,0,1,"other",15.1333333333333,"0","0",5,"0","I"
"15538","4","3",8,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"1 DL, 3 LB, 7 DB","SCRAMBLE_ROLLOUT_RIGHT",70,0,1,"other",15.0333333333333,"0","1",7,"0","I"
"15539","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",40,3,1,"other",14.6833333333333,"1","0",5,"0","C"
"15540","4","3",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",41,2,1,"other",13.4,"1","0",5,"0","C"
"15541","4","2",9,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 2 TE, 1 WR",10,5,"4 DL, 4 LB, 3 DB","DESIGNED_ROLLOUT_RIGHT",85,25,1,"other",12.7666666666667,"1","1",3,"1","C"
"15542","1","2",10,"play_type_pass","PISTOL","2 RB, 1 TE, 2 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",33,30,0,"other",69.3333333333333,"0","0",6,"1","C"
"15543","1","2",11,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",62,0,0,"own",68.05,"0","0",5,"0","I"
"15544","1","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,6,"1 DL, 3 LB, 7 DB","TRADITIONAL",62,0,0,"own",67.95,"0","0",7,"0","I"
"15545","1","3",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",102,9,0,"other",66.4,"0","0",5,"1","C"
"15546","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,2,"4 DL, 2 LB, 5 DB","TRADITIONAL",93,6,0,"other",65.6666666666667,"0","0",5,"1","C"
"15547","1","3",2,"play_type_sack","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE",85,-6,0,"other",64.2833333333333,"0","0",5,"0","S"
"15548","1","1",10,"play_type_pass","I_FORM","3 RB, 2 TE, 0 WR",6,2,"2 DL, 3 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",50,15,0,"other",63.4833333333333,"0","0",6,"1","C"
"15549","1","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,2,"2 DL, 3 LB, 6 DB","TRADITIONAL",76,9,0,"own",60.9666666666667,"0","0",6,"1","C"
"15550","1","1",15,"play_type_pass","SINGLEBACK","2 RB, 1 TE, 2 WR",5,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",85,9,0,"own",59.3333333333333,"0","0",6,"1","C"
"15551","1","2",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",94,5,0,"own",58.5666666666667,"0","0",5,"0","C"
"15552","1","2",8,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",83,13,7,"other",56.5666666666667,"0","0",5,"1","C"
"15553","1","1",10,"play_type_pass","I_FORM","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",70,21,7,"other",55.9166666666667,"0","0",5,"1","C"
"15554","2","2",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",71,0,7,"own",55,"0","0",5,"0","I"
"15555","2","3",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",71,-8,7,"own",54.8833333333333,"0","0",5,"0","S"
"15556","2","2",13,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",7,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",104,11,7,"other",53.3666666666667,"0","0",6,"1","C"
"15557","2","3",2,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",5,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",93,0,7,"other",52.65,"0","0",5,"0","I"
"15558","2","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,2,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",49,2,7,"other",52.4833333333333,"0","0",5,"0","C"
"15559","2","3",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",53,13,7,"other",50.8666666666667,"0","0",5,"1","C"
"15560","2","2",6,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",70,16,7,"own",49.7166666666667,"0","0",5,"1","C"
"15561","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",86,5,7,"own",48.9666666666667,"0","0",5,"1","C"
"15562","2","3",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",87,0,7,"own",47.6166666666667,"0","0",5,"0","I"
"15563","2","2",17,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",96,19,4,"other",46.6666666666667,"0","0",6,"1","C"
"15564","2","3",7,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",5,3,"2 DL, 3 LB, 6 DB","DESIGNED_ROLLOUT_LEFT",74,23,4,"other",44.65,"0","0",6,"1","C"
"15565","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",51,-4,4,"own",43.8666666666667,"0","0",6,"0","C"
"15566","2","2",14,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",55,5,4,"own",43.1333333333333,"0","0",6,"0","C"
"15567","2","3",9,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",5,3,"1 DL, 3 LB, 7 DB","TRADITIONAL",50,0,4,"own",42.4833333333333,"0","0",7,"0","I"
"15568","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",12,7,4,"other",42.2833333333333,"0","0",5,"1","C"
"15569","2","2",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",19,0,4,"other",42,"0","0",5,"0","I"
"15570","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",71,9,4,"other",41.7,"0","0",6,"0","C"
"15571","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",40,0,4,"own",40.8833333333333,"0","0",6,"0","I"
"15572","2","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",40,18,4,"own",40.75,"0","0",6,"1","C"
"15573","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"1 DL, 3 LB, 7 DB","TRADITIONAL",22,12,4,"own",40.6333333333333,"0","0",7,"1","C"
"15574","2","2",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",42,0,11,"other",40.3333333333333,"0","0",5,"0","I"
"15575","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"2 DL, 2 LB, 7 DB","SCRAMBLE_ROLLOUT_LEFT",62,0,11,"own",40.0833333333333,"0","0",7,"0","I"
"15576","3","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",85,11,11,"other",40,"0","0",5,"1","C"
"15577","3","2",4,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",68,6,11,"other",38.7166666666667,"0","0",4,"1","C"
"15578","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,3,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_LEFT",52,3,11,"own",36.7333333333333,"0","0",4,"0","C"
"15579","3","2",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",49,11,11,"own",36.0833333333333,"0","0",5,"1","C"
"15580","3","2",7,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,5,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",35,0,11,"own",34.6666666666667,"0","0",5,"0","I"
